ID,Brand,Model,Year,Color,Mileage,Price,Condition
474,Lexus,Generic Model 3,2002,White,41057,52998,Used
475,Lexus,Generic Model 3,2015,Red,1443,65413,Used
476,Volkswagen,Generic Model 1,2007,Silver,197438,13200,New
477,Tesla,Generic Model 2,2006,White,143999,38218,New
478,Jaguar,Generic Model 1,2016,Black,161306,70564,Used
479,Hyundai,Generic Model 1,2020,Black,128699,21553,New
480,BMW,Generic Model 1,1992,Blue,158408,69801,New
481,Hyundai,Generic Model 1,2005,Red,23244,5737,Used
482,Mercedes-Benz,Generic Model 2,1990,White,79916,48475,Used
483,Jaguar,Generic Model 3,1999,Blue,18374,73716,Used
484,Jaguar,Generic Model 3,1991,Blue,161788,60578,New
485,Volvo,Generic Model 1,1992,Silver,111241,11142,New
486,Chevrolet,Generic Model 2,1993,Silver,146909,48002,Used
487,Porsche,Generic Model 1,2009,Black,179362,30128,New
488,Toyota,Corolla,1992,Red,124826,63146,Used
489,Porsche,Generic Model 1,2022,Silver,65413,18212,New
490,Lexus,Generic Model 3,1994,Silver,192605,38846,Used
491,Tesla,Generic Model 3,2014,White,3639,74696,New
492,Jeep,Generic Model 3,2021,White,175756,8286,Used
493,Land Rover,Generic Model 1,1991,Black,192474,15522,Used
494,Land Rover,Generic Model 3,2012,Silver,103496,52700,Used
495,Nissan,Generic Model 3,2000,Green,184208,19764,Used
496,Honda,Fit,1995,Red,90187,28334,Used
497,Toyota,Prius,1998,Red,192850,16593,New
498,Kia,Generic Model 3,2005,Black,99019,34780,New
499,Mazda,Generic Model 1,2019,Red,102349,14980,Used
500,Hyundai,Generic Model 3,1993,White,33028,27343,Used
501,Chevrolet,Generic Model 1,1997,Silver,137333,15814,Used
502,Tesla,Generic Model 3,2003,Black,90041,68486,New
503,Honda,Fit,2015,Blue,17346,27986,Used
504,Nissan,Generic Model 3,2008,Blue,14393,6545,New
505,Kia,Generic Model 2,2004,Silver,39558,59500,New
506,Audi,Generic Model 3,1997,White,112605,7444,New
507,Mazda,Generic Model 3,2014,Black,173908,65036,Used
508,Mazda,Generic Model 3,2019,Green,153907,6116,New
509,Mercedes-Benz,Generic Model 1,2003,Black,39850,5615,Used
510,Kia,Generic Model 1,2010,White,72560,10960,New
511,Lexus,Generic Model 1,2019,Blue,102984,9281,Used
512,Land Rover,Generic Model 1,2000,Blue,173998,42796,Used
513,Kia,Generic Model 1,2008,Red,48975,69648,New
514,Tesla,Generic Model 1,2009,Green,4535,12386,Used
515,Chevrolet,Generic Model 3,2000,Red,17746,25835,Used
516,Volvo,Generic Model 3,2001,Red,106389,64680,Used
517,Tesla,Generic Model 3,2013,Black,90587,77488,Used
518,Volvo,Generic Model 2,2021,Green,68181,29405,Used
519,Jaguar,Generic Model 2,1997,White,47398,20159,Used
520,Volkswagen,Generic Model 2,2004,White,76246,52144,New
521,Mazda,Generic Model 1,1991,Red,106147,48223,New
522,Jeep,Generic Model 3,1993,Red,165841,58446,Used
523,Hyundai,Generic Model 3,2011,White,15512,74313,New
524,Chevrolet,Generic Model 3,2015,Black,171361,37374,Used
525,Mercedes-Benz,Generic Model 1,2009,Blue,140560,70077,New
526,Mercedes-Benz,Generic Model 2,1995,Black,123398,58522,New
527,Ford,Mustang,2016,White,3304,17595,Used
528,Land Rover,Generic Model 2,2001,Black,134052,15681,Used
529,Mercedes-Benz,Generic Model 3,2010,White,111809,78935,New
530,Volkswagen,Generic Model 2,2018,Blue,161866,79609,New
531,Mercedes-Benz,Generic Model 2,1992,Silver,176813,59401,New
532,Toyota,RAV4,1994,Red,143060,23743,New
533,Land Rover,Generic Model 3,2019,Black,196340,9844,Used
534,Chevrolet,Generic Model 1,2011,Blue,73910,66820,New
535,Lexus,Generic Model 2,1990,Silver,64765,39286,New
536,Mazda,Generic Model 1,1995,Red,127509,38043,New
537,Volvo,Generic Model 1,2012,Black,50563,10135,New
538,Jaguar,Generic Model 2,2016,Blue,119156,76075,Used
539,Chevrolet,Generic Model 1,2017,Black,106709,52776,Used
540,Mazda,Generic Model 3,1991,Red,199425,33535,New
541,Honda,Odyssey,2006,White,185902,25556,New
542,Toyota,Tacoma,1991,Silver,33018,26718,Used
543,Jaguar,Generic Model 3,2017,Green,166394,73544,New
544,Chevrolet,Generic Model 3,2009,Silver,72880,10672,New
545,Audi,Generic Model 2,2013,Red,168129,39598,New
546,Volkswagen,Generic Model 2,1992,Red,143861,78731,New
547,Mazda,Generic Model 3,2000,Blue,38580,12054,New
548,Jeep,Generic Model 2,2016,Blue,73178,18485,Used
549,Lexus,Generic Model 1,1999,Red,59684,55486,New
550,Jeep,Generic Model 2,2020,Blue,70178,30882,Used
551,Toyota,RAV4,2019,Blue,137959,72829,Used
552,Mazda,Generic Model 3,1991,White,132575,73889,Used
553,Volvo,Generic Model 3,1994,White,49410,68083,Used
554,Jaguar,Generic Model 1,1996,Green,87636,8161,Used
555,Lexus,Generic Model 1,1990,Black,100301,35084,New
556,Tesla,Generic Model 2,1993,Red,98611,46858,New
557,Volvo,Generic Model 1,2010,Black,151916,70135,New
558,Toyota,Prius,2013,Blue,9250,28798,New
559,BMW,Generic Model 1,2015,Green,96175,69029,Used
560,Audi,Generic Model 2,2021,Green,35750,8003,New
561,BMW,Generic Model 3,2014,Black,28849,23234,Used
562,Volkswagen,Generic Model 2,1998,White,78576,32144,New
563,Kia,Generic Model 2,2011,Silver,152485,21624,Used
564,Volkswagen,Generic Model 1,2014,Black,192020,52104,New
565,Subaru,Generic Model 2,2012,Blue,134736,65980,New
566,Audi,Generic Model 1,1993,Black,176572,27081,Used
567,Tesla,Generic Model 2,2021,Green,191800,53217,New
568,Jaguar,Generic Model 1,2016,Green,90298,6991,New
569,Porsche,Generic Model 3,1995,White,79097,77335,New
570,Mercedes-Benz,Generic Model 2,1996,Blue,4299,63888,New
571,Kia,Generic Model 1,1998,Silver,157194,36916,New
572,Ford,Explorer,1992,White,181785,71049,Used
573,Subaru,Generic Model 1,2011,Silver,131561,65576,Used
574,Land Rover,Generic Model 1,2007,Red,6439,67431,Used
575,Jeep,Generic Model 2,2013,Red,36521,34755,Used
576,Volkswagen,Generic Model 1,2000,Silver,60923,22780,Used
577,Tesla,Generic Model 1,1998,Green,63387,71534,Used
578,BMW,Generic Model 1,1995,Silver,170722,31610,New
579,Mazda,Generic Model 1,1996,Green,89129,16341,Used
580,Tesla,Generic Model 2,2021,Blue,45127,64522,Used
581,Volvo,Generic Model 3,2004,Silver,45720,20251,New
582,Audi,Generic Model 3,2013,White,8823,52283,New
583,Chevrolet,Generic Model 3,2000,Red,156662,43806,New
584,Chevrolet,Generic Model 3,1993,Black,98968,44238,Used
585,Kia,Generic Model 3,2008,Green,158003,50647,Used
586,BMW,Generic Model 2,2012,Blue,180632,18983,Used
587,Volkswagen,Generic Model 2,2019,Silver,25476,63924,New
588,Jeep,Generic Model 3,1999,Black,42185,66033,New
589,Hyundai,Generic Model 3,2001,Black,70645,28640,New
590,Toyota,Prius,2021,Red,140825,79167,Used
591,Honda,Odyssey,2000,Blue,42866,19209,New
592,Tesla,Generic Model 1,2004,Green,38718,29716,Used
593,Lexus,Generic Model 1,1990,Silver,61483,19376,New
594,Lexus,Generic Model 3,2007,Green,199456,53822,Used
595,Ford,Focus,2000,Black,12866,76648,Used
596,Porsche,Generic Model 1,2006,White,145327,38627,New
597,Volkswagen,Generic Model 3,2021,Blue,123624,59442,New
598,Subaru,Generic Model 2,2007,Red,153169,51728,New
599,Land Rover,Generic Model 3,2014,Silver,142326,76556,New
600,Mazda,Generic Model 1,1991,Green,191181,23024,Used
601,Land Rover,Generic Model 1,2018,Black,48766,5684,New
602,Chevrolet,Generic Model 3,1994,Blue,80495,28208,New
603,Mazda,Generic Model 2,2014,White,123091,45279,New
604,Kia,Generic Model 2,2001,White,4768,49922,New
605,Volkswagen,Generic Model 2,2009,Silver,185140,57398,New
606,Ford,Focus,2022,Black,166380,25527,Used
607,Jaguar,Generic Model 3,1990,Blue,91357,37844,Used
608,Hyundai,Generic Model 3,1990,Black,37813,66097,Used
609,Jaguar,Generic Model 3,2020,Silver,44033,53095,New
610,Nissan,Generic Model 2,2008,White,27059,51767,New
611,Porsche,Generic Model 1,2012,White,55244,67938,Used
612,Jeep,Generic Model 1,2021,Red,65206,14509,Used
613,Subaru,Generic Model 2,2020,White,95240,24761,New
614,Mercedes-Benz,Generic Model 3,2001,Green,50965,65439,Used
615,Chevrolet,Generic Model 2,2016,Red,192101,71120,Used
616,Lexus,Generic Model 1,2006,Green,124317,71549,New
617,Ford,Explorer,1996,Blue,197112,73778,New
618,Volkswagen,Generic Model 2,2007,Silver,179987,23116,Used
619,Jaguar,Generic Model 1,2018,Blue,172128,51079,Used
620,Audi,Generic Model 1,2008,White,140152,71900,Used
621,Jeep,Generic Model 1,2008,Green,19883,5029,New
622,Mazda,Generic Model 3,2020,Red,151874,13862,Used
623,Volkswagen,Generic Model 1,2018,Red,176581,18232,New
624,Chevrolet,Generic Model 1,1991,Blue,76723,35249,Used
625,Volvo,Generic Model 2,1997,Silver,5290,13451,Used
626,Volvo,Generic Model 1,1994,Silver,31159,70006,Used
627,Nissan,Generic Model 1,2019,Blue,79967,78818,New
628,Tesla,Generic Model 2,2011,Blue,53187,52438,Used
629,Mazda,Generic Model 3,2020,Black,176018,71342,New
630,Land Rover,Generic Model 2,2014,Silver,195491,53625,New
631,Volvo,Generic Model 3,2002,Green,163067,49143,Used
632,Porsche,Generic Model 2,2006,White,107368,58849,Used
633,BMW,Generic Model 3,2001,Blue,136883,34986,Used
634,Chevrolet,Generic Model 1,1999,Blue,35189,74947,New
635,BMW,Generic Model 2,2000,Green,131236,78023,Used
636,Jaguar,Generic Model 3,1998,Red,18695,5877,Used
637,Porsche,Generic Model 1,2013,Green,137140,42382,New
638,Mercedes-Benz,Generic Model 1,2005,Silver,77763,64056,Used
639,Subaru,Generic Model 2,2009,Black,69289,17037,Used
640,Honda,CR-V,1999,Green,105205,79265,New
641,Land Rover,Generic Model 1,1990,Black,88412,21547,Used
642,Honda,Odyssey,2004,Black,88731,66139,New
643,BMW,Generic Model 1,2002,Blue,137720,68444,New
644,Hyundai,Generic Model 1,2006,Silver,26990,8985,New
645,Tesla,Generic Model 1,1991,Red,133035,7616,Used
646,Volkswagen,Generic Model 2,1992,Red,189460,72067,Used
647,Mazda,Generic Model 1,2014,Blue,107020,43807,New
648,Jaguar,Generic Model 3,2011,Silver,23736,12441,New
649,Lexus,Generic Model 1,1999,White,93214,18159,New
650,Nissan,Generic Model 2,1993,Red,136683,8408,Used
651,Volvo,Generic Model 3,2014,Blue,45375,64565,Used
652,Honda,Accord,2000,Silver,27778,78631,Used
653,Hyundai,Generic Model 2,1999,Green,180706,43612,Used
654,BMW,Generic Model 1,2010,White,112217,79095,Used
655,Audi,Generic Model 1,2016,Green,102768,17154,New
656,Nissan,Generic Model 3,1990,Blue,63782,20512,New
657,Nissan,Generic Model 1,1993,Black,160042,66000,New
658,Toyota,Prius,2013,Red,119296,63240,Used
659,Mercedes-Benz,Generic Model 1,2018,Blue,30972,37330,Used
660,Land Rover,Generic Model 1,2004,Red,140219,37873,New
661,Toyota,Camry,2019,Green,82399,61239,New
662,Subaru,Generic Model 3,1999,Red,198547,64547,New
663,Volkswagen,Generic Model 3,1996,Black,91676,24876,New
664,Mazda,Generic Model 3,2013,Silver,81434,63659,New
665,Honda,CR-V,2017,White,123909,50666,Used
666,Tesla,Generic Model 2,2018,Green,25683,63831,Used
667,Jeep,Generic Model 1,2006,White,197026,62705,New
668,BMW,Generic Model 1,1992,Blue,88028,44549,New
669,Lexus,Generic Model 3,2002,Green,107092,37569,Used
670,Mercedes-Benz,Generic Model 2,2019,Silver,140577,54851,New
671,Jeep,Generic Model 2,2002,Blue,12077,60074,New
672,Porsche,Generic Model 2,2004,Green,146021,75811,New
673,Kia,Generic Model 2,2020,Black,115456,46745,Used
674,Subaru,Generic Model 1,2001,Green,177166,62972,New
675,Audi,Generic Model 1,1998,White,112496,39557,Used
676,Mercedes-Benz,Generic Model 1,2007,Black,43452,59144,New
677,Honda,Accord,2005,Black,110067,59062,Used
678,Jaguar,Generic Model 2,2018,Red,114064,74642,Used
679,Volvo,Generic Model 1,2012,Silver,65399,76545,Used
680,Chevrolet,Generic Model 3,1999,Silver,199928,70232,Used
681,Tesla,Generic Model 1,2003,White,6475,72919,Used
682,Lexus,Generic Model 1,1991,Silver,84611,28419,Used
683,Audi,Generic Model 1,2002,Blue,56441,38725,Used
684,Subaru,Generic Model 1,1998,Red,107316,71452,Used
685,BMW,Generic Model 3,2005,Black,150187,66114,Used
686,Porsche,Generic Model 3,2022,Red,186578,33861,New
687,Volkswagen,Generic Model 1,2007,Red,118957,41072,Used
688,Volvo,Generic Model 3,2021,Green,1248,12196,New
689,Chevrolet,Generic Model 2,1997,Silver,65993,66993,New
690,Jaguar,Generic Model 1,2017,White,78615,27946,Used
691,Volvo,Generic Model 2,2016,White,118485,63834,Used
692,Land Rover,Generic Model 2,2007,White,94477,26271,Used
693,Ford,F-150,2011,White,122177,67867,New
694,Kia,Generic Model 2,2002,Black,10615,76742,Used
695,Porsche,Generic Model 2,1999,Green,126112,66861,Used
696,Jaguar,Generic Model 1,1993,White,74986,60746,Used
697,Mazda,Generic Model 1,2007,Black,174421,5295,Used
698,Toyota,Corolla,2013,Silver,158726,30646,New
699,Mercedes-Benz,Generic Model 3,1996,Black,162831,64092,Used
700,Ford,Edge,2012,Red,53426,45119,Used
701,Mercedes-Benz,Generic Model 1,1998,Silver,170287,46268,Used
702,Nissan,Generic Model 1,2008,Silver,9157,67234,New
703,Ford,Focus,2015,Blue,86418,10253,New
704,Audi,Generic Model 2,2020,White,140160,23671,Used
705,Nissan,Generic Model 2,1996,Blue,108641,72336,Used
706,Jeep,Generic Model 2,1994,Blue,194443,7246,New
707,Lexus,Generic Model 1,1994,Red,38610,26425,New
708,Kia,Generic Model 3,2007,White,188251,37365,New
709,Kia,Generic Model 1,1990,Blue,192059,44026,New
710,Tesla,Generic Model 3,2020,Green,154028,50712,Used
711,Land Rover,Generic Model 2,1995,Green,113745,28396,Used
712,Hyundai,Generic Model 3,2004,Silver,80910,35935,Used
713,Lexus,Generic Model 3,2015,White,109757,63300,Used
714,Land Rover,Generic Model 2,2010,Green,34735,59931,Used
715,Audi,Generic Model 2,2005,Blue,136674,74866,New
716,Jaguar,Generic Model 2,2020,Red,138775,57716,Used
717,BMW,Generic Model 1,1996,Silver,111965,35297,Used
718,Subaru,Generic Model 2,1990,Black,168800,11213,Used
719,Hyundai,Generic Model 2,2018,Blue,176180,44985,Used
720,Nissan,Generic Model 1,2012,Red,24040,48224,Used
721,Ford,F-150,2016,Green,134666,35018,Used
722,Subaru,Generic Model 1,2012,Black,55046,19530,New
723,Kia,Generic Model 3,1992,Green,80770,74881,Used
724,Volkswagen,Generic Model 1,2004,White,174786,64979,Used
725,Audi,Generic Model 3,1994,Silver,113882,11762,New
726,Audi,Generic Model 3,1998,White,167254,11584,New
727,BMW,Generic Model 1,2005,Red,106577,15617,New
728,Kia,Generic Model 2,1993,Black,154539,32039,Used
729,Porsche,Generic Model 1,2003,Silver,146,56088,Used
730,Volkswagen,Generic Model 1,2011,Red,174669,53329,New
731,Mazda,Generic Model 1,1999,Silver,61568,63828,Used
732,Mazda,Generic Model 1,2010,Red,199266,27252,New
733,Kia,Generic Model 1,2002,White,195756,17679,Used
734,Hyundai,Generic Model 2,2009,Silver,54915,15432,Used
735,Porsche,Generic Model 3,1997,Blue,52044,79514,New
736,Volvo,Generic Model 1,2014,Black,76741,28252,Used
737,Volvo,Generic Model 1,2012,Black,139291,58098,Used
738,Chevrolet,Generic Model 3,2016,Red,50062,29554,New
739,Chevrolet,Generic Model 1,2002,Silver,101071,42861,New
740,Tesla,Generic Model 2,2009,Black,22056,14129,New
741,Kia,Generic Model 2,2020,Black,133156,25609,New
742,BMW,Generic Model 1,2015,Black,177925,28764,New
743,Hyundai,Generic Model 1,2002,Red,197702,68951,New
744,Honda,Fit,2003,Green,130450,43479,Used
745,Tesla,Generic Model 1,2005,Silver,22642,68745,New
746,Hyundai,Generic Model 2,1995,White,193860,27159,New
747,Jaguar,Generic Model 1,2001,Blue,187627,61971,New
748,Audi,Generic Model 1,1998,White,48586,26695,New
749,Audi,Generic Model 2,2006,Blue,116574,53399,New
750,Porsche,Generic Model 1,2009,White,17805,50298,Used
751,Jeep,Generic Model 1,2022,Blue,199695,56811,Used
752,Volvo,Generic Model 2,2014,White,195489,78073,Used
753,Subaru,Generic Model 1,1994,Green,81812,19573,New
754,Porsche,Generic Model 3,2007,Silver,21630,42459,Used
755,Mazda,Generic Model 2,2010,Black,178617,30818,Used
756,Volvo,Generic Model 2,2006,Green,104915,55554,New
757,Mazda,Generic Model 3,2004,White,83670,8150,New
758,Volkswagen,Generic Model 3,2015,Red,78978,27343,Used
759,Hyundai,Generic Model 2,1993,White,182667,42510,New
760,Jaguar,Generic Model 1,2003,Blue,122251,12941,New
761,Subaru,Generic Model 2,1991,Red,92702,68293,New
762,Honda,Civic,1997,Blue,17865,7615,New
763,Volkswagen,Generic Model 2,2000,Red,81266,55273,New
764,Mercedes-Benz,Generic Model 3,2003,Blue,165045,66097,New
765,Volvo,Generic Model 2,1991,Black,186252,74353,New
766,Jeep,Generic Model 2,1996,White,165479,21967,Used
767,Audi,Generic Model 1,1992,Red,156953,31719,New
768,Land Rover,Generic Model 1,1994,Black,31659,54417,Used
769,Ford,F-150,2002,Red,143370,75085,Used
770,Volvo,Generic Model 1,1993,Black,178662,37606,Used
771,Land Rover,Generic Model 3,2002,Blue,74562,62591,Used
772,Ford,Focus,2014,Silver,34958,45351,Used
773,Subaru,Generic Model 3,2008,Green,145556,52511,New
774,Lexus,Generic Model 2,2017,Red,124913,12168,New
775,Tesla,Generic Model 1,2009,Black,196837,46995,Used
776,BMW,Generic Model 1,2018,Silver,91884,23991,Used
777,BMW,Generic Model 3,1995,Green,17754,38319,Used
778,BMW,Generic Model 3,1995,White,109326,71097,Used
779,Jaguar,Generic Model 3,1999,Black,102337,44903,Used
780,Lexus,Generic Model 2,2011,Red,26917,25198,Used
781,Mazda,Generic Model 3,1998,Red,11238,10895,New
782,Jaguar,Generic Model 1,2009,Black,38297,62729,Used
783,Mazda,Generic Model 1,2007,Red,16645,16302,Used
784,Porsche,Generic Model 2,1993,Black,139813,41994,Used
785,Land Rover,Generic Model 2,1998,Red,180955,34445,Used
786,Ford,Focus,2010,Red,65170,75775,New
787,Toyota,Corolla,2007,Blue,39567,27410,Used
788,Jeep,Generic Model 1,2001,Green,197344,53815,Used
789,Hyundai,Generic Model 3,2014,Blue,126670,16988,Used
790,Honda,Accord,1994,Green,19050,10566,Used
791,Nissan,Generic Model 1,2022,Blue,51477,55244,New
792,Tesla,Generic Model 1,2010,White,7398,30280,New
793,Tesla,Generic Model 2,2012,Black,158894,15810,New
794,Audi,Generic Model 1,2003,Black,120426,73143,New
795,Ford,Focus,2019,Silver,100460,14953,New
796,Jaguar,Generic Model 1,2002,Green,123206,50935,New
797,Volkswagen,Generic Model 2,1991,Silver,138795,7658,New
798,Volvo,Generic Model 3,2008,White,94565,48790,New
799,Toyota,Camry,1993,Green,45412,7267,Used
800,Chevrolet,Generic Model 3,1992,White,21767,41943,New
801,Land Rover,Generic Model 1,2002,Blue,108814,6883,New
802,Tesla,Generic Model 3,2001,Blue,197124,10839,Used
803,Audi,Generic Model 1,2022,Black,3713,14868,Used
804,Toyota,Corolla,1990,Red,100753,52081,Used
805,Lexus,Generic Model 1,2001,Silver,169327,68574,New
806,Porsche,Generic Model 1,1997,Red,131754,52642,New
807,Volkswagen,Generic Model 2,2007,Blue,72747,17103,Used
808,BMW,Generic Model 3,2005,Green,30785,52765,Used
809,Audi,Generic Model 3,1990,Silver,2242,52049,Used
810,Ford,Explorer,1998,Green,152866,79503,New
811,Land Rover,Generic Model 2,2017,Black,159606,66805,New
812,Kia,Generic Model 2,1997,Black,32219,39280,Used
813,Hyundai,Generic Model 1,1994,Blue,83688,57646,Used
814,BMW,Generic Model 1,2006,Green,70278,40676,New
815,Tesla,Generic Model 1,2020,Black,131958,50236,New
816,Volkswagen,Generic Model 3,1992,White,184680,66020,Used
817,Tesla,Generic Model 2,1999,Black,104093,65786,New
818,BMW,Generic Model 1,1996,Green,105994,78406,New
819,Volvo,Generic Model 2,2019,Green,154637,72186,Used
820,Subaru,Generic Model 2,2013,Green,43056,59139,New
821,Nissan,Generic Model 3,2007,White,78149,46486,New
822,Honda,Pilot,2007,Silver,68155,64763,New
823,Lexus,Generic Model 2,2013,Green,46722,43625,New
824,Audi,Generic Model 2,1995,Blue,171448,78967,New
825,Land Rover,Generic Model 1,1994,White,39689,43610,New
826,Mercedes-Benz,Generic Model 1,1992,Red,26102,33395,Used
827,Nissan,Generic Model 2,2014,Red,56397,41450,Used
828,Volkswagen,Generic Model 2,2005,Green,129089,75389,New
829,Chevrolet,Generic Model 2,2010,Red,157961,7902,Used
